time,x,y,z,r,p,y,
524.254,-0.329172,0.0430787,0.0154747,1.04405e-05,3.14152,-8.79421e-05,
524.257,-0.329208,0.0431001,0.0155141,-2.47068e-05,-3.1415,-1.7513e-05,
524.264,-0.329201,0.0431005,0.0155055,-2.25771e-05,-3.14158,-4.67424e-05,
524.268,-0.329185,0.0430814,0.0154943,1.13652e-05,3.14158,-5.25643e-05,
524.275,-0.329192,0.0431039,0.0154961,9.52083e-05,3.14159,-1.93041e-05,
524.279,-0.329187,0.0430941,0.0154817,1.46838e-05,3.14158,-6.72137e-06,
524.282,-0.329199,0.0431019,0.0154953,-0.000109271,-3.14155,4.59736e-05,
524.289,-0.329175,0.0430718,0.0154843,-7.46611e-05,3.14159,-4.01725e-06,
524.297,-0.329183,0.0430941,0.0154923,-3.59483e-05,3.14156,6.83954e-06,
524.3,-0.329138,0.0430705,0.0154843,2.26806e-05,3.14145,-8.30428e-05,
524.307,-0.329176,0.0430885,0.0154719,-5.09579e-05,3.14151,-8.12004e-05,
524.31,-0.329168,0.0430873,0.0154906,2.86072e-06,3.14156,-2.80729e-05,
524.318,-0.329169,0.0430895,0.0154877,8.35542e-05,3.14157,5.57503e-06,
524.324,-0.32919,0.043087,0.015497,-3.05086e-05,-3.14157,-8.75953e-06,
524.327,-0.329195,0.0430965,0.0155111,5.31837e-05,-3.14153,-4.36859e-06,
524.334,-0.329187,0.043087,0.0154914,-2.70213e-05,3.14159,-2.8383e-05,
524.337,-0.329168,0.0430842,0.0154787,-2.31168e-05,3.14149,-5.37884e-05,
524.345,-0.329165,0.0430857,0.0154967,1.04734e-05,3.14156,-2.80286e-05,
524.353,-0.329184,0.0430978,0.0155006,-5.33703e-05,3.14158,7.87236e-05,
524.356,-0.329172,0.0430792,0.0154865,-2.16131e-05,3.14151,-2.25584e-05,
524.363,-0.329191,0.0431013,0.0155035,-3.59626e-05,-3.14157,-1.35141e-05,
524.37,-0.329206,0.0430996,0.0155071,4.04848e-05,-3.14155,-5.15711e-05,
524.373,-0.329191,0.043085,0.015489,-0.000125963,3.14157,1.83703e-05,
524.379,-0.329199,0.043093,0.0154963,-9.95213e-05,3.14159,7.83804e-06,
524.382,-0.329187,0.0430958,0.0154949,-2.8089e-06,-3.14158,-1.18485e-05,
524.39,-0.329173,0.0430897,0.0154912,6.22786e-05,3.14156,-7.17837e-05,
524.397,-0.329183,0.0431021,0.0154917,2.18611e-05,3.14154,-7.41715e-06,
