time,FX,FY,FZ,RX,RY,RZ,
3280.6,-5.47618,3.48835,0.379136,-0.346805,0.194759,-0.420575,
3280.61,-5.47398,3.51606,0.375944,-0.351041,0.195247,-0.416624,
3280.62,-5.63833,3.60995,0.384937,-0.351311,0.19363,-0.420409,
3280.62,-5.29186,3.6725,0.431705,-0.352965,0.197277,-0.421146,
3280.63,-5.61442,3.31399,0.456201,-0.34533,0.19128,-0.416617,
3280.63,-5.10342,3.48308,0.50742,-0.349681,0.20189,-0.411429,
3280.64,-5.12776,3.36865,0.388952,-0.348232,0.204004,-0.408379,
3280.64,-5.42339,3.57443,0.53504,-0.352467,0.195513,-0.420111,
3280.65,-5.19462,3.40203,0.490588,-0.349993,0.200826,-0.41316,
3280.66,-5.53469,3.74366,0.438645,-0.356047,0.195127,-0.428987,
3280.66,-5.45025,3.61291,0.431887,-0.352805,0.194335,-0.419197,
3280.67,-5.52356,3.26751,0.428175,-0.34467,0.19188,-0.417097,
3280.67,-5.16831,3.31072,0.4659,-0.345425,0.205438,-0.416017,
3280.68,-5.40607,3.63157,0.402124,-0.351251,0.195208,-0.421743,
3280.68,-5.37406,3.92002,0.322682,-0.358319,0.196737,-0.429168,
3280.69,-5.59216,3.44057,0.480887,-0.34716,0.195097,-0.419475,
3280.69,-5.53481,3.41995,0.554355,-0.348986,0.193195,-0.421675,
3280.7,-5.58288,3.39317,0.410879,-0.34802,0.192628,-0.416542,
3280.7,-5.58288,3.39317,0.410879,-0.34802,0.192628,-0.416542,
3280.71,-5.27274,3.89116,0.520708,-0.358756,0.199866,-0.426223,
3280.72,-5.68974,3.68953,0.499552,-0.35508,0.189379,-0.414032,
3280.72,-5.64562,3.78903,0.422052,-0.357853,0.192095,-0.421048,
3280.73,-5.64562,3.78903,0.422052,-0.357853,0.192095,-0.421048,
3280.73,-5.38653,3.59271,0.328411,-0.350693,0.19713,-0.419077,
3280.74,-5.44985,3.59985,0.336322,-0.352133,0.194799,-0.419293,
3280.75,-5.49321,3.48302,0.372369,-0.347746,0.19833,-0.421034,
3280.75,-5.46025,4.13709,0.427184,-0.362973,0.196387,-0.422919,
3280.76,-5.43825,3.58529,0.495655,-0.353587,0.198693,-0.418368,
3280.76,-5.19626,3.54204,0.395687,-0.347543,0.201467,-0.422269,
3280.77,-5.11516,3.49253,0.431099,-0.34841,0.205298,-0.409822,
3280.77,-5.11516,3.49253,0.431099,-0.34841,0.205298,-0.409822,
3280.78,-4.74193,3.07817,0.583486,-0.34081,0.209611,-0.409144,
3280.78,-4.89398,3.12413,0.575943,-0.339083,0.207029,-0.406805,
3280.79,-5.1208,3.15884,0.552807,-0.341013,0.202612,-0.410902,
3280.79,-5.63962,3.5379,0.528235,-0.34851,0.191765,-0.422277,
3280.8,-5.35092,3.98749,0.353457,-0.360757,0.195253,-0.426701,
3280.81,-5.45832,3.53891,0.364992,-0.35036,0.196251,-0.420218,
3280.81,-5.67327,3.58614,0.513282,-0.352831,0.192248,-0.416482,
3280.82,-5.13878,3.20324,0.509682,-0.342345,0.203807,-0.408389,
3280.83,-4.96219,3.19887,0.494866,-0.345082,0.206443,-0.406105,
3280.83,-4.86616,3.06499,0.58355,-0.337913,0.209288,-0.407889,
3280.83,-5.473,3.81969,0.403228,-0.357118,0.192057,-0.425338,
3280.84,-5.473,3.81969,0.403228,-0.357118,0.192057,-0.425338,
3280.84,-5.56771,3.28504,0.470385,-0.343315,0.191448,-0.415156,
3280.85,-5.56771,3.28504,0.470385,-0.343315,0.191448,-0.415156,
3280.85,-5.35842,3.68934,0.503558,-0.354411,0.196609,-0.419767,
3280.86,-5.18704,3.22051,0.508527,-0.34314,0.201172,-0.406972,
3280.87,-5.08187,3.25409,0.517396,-0.344186,0.203342,-0.405621,
3280.87,-5.44565,3.481,0.300417,-0.348118,0.190822,-0.414067,
3280.88,-5.36254,3.66307,0.302133,-0.35269,0.19451,-0.418054,
3280.88,-5.21516,3.49119,0.424851,-0.348446,0.202101,-0.427006,
3280.89,-4.71042,3.12912,0.442177,-0.340579,0.212668,-0.408998,
3280.9,-5.4048,3.28254,0.356605,-0.341986,0.194771,-0.411065,
3280.9,-5.23974,3.94664,0.393844,-0.361001,0.199085,-0.425462,
3280.91,-5.45364,3.58831,0.591459,-0.349437,0.192924,-0.418142,
3280.91,-5.1199,3.26368,0.499489,-0.340851,0.205494,-0.408561,
3280.92,-5.64658,3.78729,0.49745,-0.352884,0.189659,-0.425548,
3280.93,-5.27513,3.86932,0.401652,-0.35644,0.200396,-0.422512,
3280.93,-5.31068,3.67541,0.429266,-0.354363,0.196529,-0.41709,
3280.94,-5.31068,3.67541,0.429266,-0.354363,0.196529,-0.41709,
3280.94,-5.03585,3.41165,0.424013,-0.347947,0.202828,-0.415039,
3280.95,-4.8968,3.3489,0.485749,-0.347258,0.208137,-0.408598,
3280.95,-5.64911,3.71732,0.433985,-0.356536,0.190776,-0.419704,
3280.96,-5.50133,3.69704,0.525152,-0.353337,0.193938,-0.422803,
3280.96,-5.67645,3.61933,0.43803,-0.352735,0.188904,-0.423071,
3280.97,-5.22964,3.73588,0.412244,-0.353316,0.202539,-0.417587,
3280.97,-5.03661,3.1225,0.423996,-0.336147,0.203373,-0.408303,
3280.98,-4.84069,3.06883,0.486147,-0.337904,0.211127,-0.408478,
3280.99,-4.84069,3.06883,0.486147,-0.337904,0.211127,-0.408478,
3280.99,-5.35064,3.91919,0.403363,-0.358665,0.196388,-0.429136,
3281,-5.35788,4.05518,0.402749,-0.361852,0.196755,-0.42474,
3281,-5.44771,3.63484,0.488087,-0.351424,0.196384,-0.42061,
3281.01,-5.08146,3.28461,0.400162,-0.346875,0.201194,-0.407806,
3281.01,-4.70748,3.03695,0.547089,-0.33982,0.213299,-0.409507,
3281.02,-4.83088,3.1603,0.645556,-0.341518,0.207531,-0.405365,
