time,FX,FY,FZ,RX,RY,RZ,
9.22608,-3.97364,0.447011,-1.34357,-0.316058,0.261997,-0.196354,
9.23338,-4.08862,0.489209,-1.46954,-0.315985,0.264177,-0.195055,
9.23642,-3.93585,0.429679,-1.37832,-0.313585,0.269139,-0.196903,
9.24441,-3.9675,0.53448,-1.39839,-0.316916,0.26757,-0.198516,
9.25153,-3.91687,0.253006,-1.34381,-0.310031,0.264909,-0.200805,
9.25456,-4.03527,0.403429,-1.4358,-0.313009,0.266762,-0.197604,
9.26269,-3.92885,0.485806,-1.36754,-0.316746,0.264989,-0.195954,
9.26579,-4.07985,0.307065,-1.38209,-0.309678,0.263099,-0.201986,
9.27294,-3.98377,0.430171,-1.4968,-0.312645,0.267037,-0.198,
9.2809,-3.74109,0.511672,-1.29858,-0.31523,0.272627,-0.198639,
9.28393,-4.11534,0.563694,-1.38869,-0.315063,0.261487,-0.193627,
9.29099,-3.71791,0.440904,-1.41415,-0.314637,0.271675,-0.197862,
9.29405,-3.91277,0.47293,-1.33624,-0.318716,0.267755,-0.196355,
9.30134,-4.0811,0.388,-1.52352,-0.313419,0.265483,-0.191796,
9.30903,-3.86645,0.378133,-1.57857,-0.311883,0.268075,-0.200995,
9.31637,-3.85098,0.375086,-1.46926,-0.312873,0.265117,-0.197612,
9.31942,-4.04936,0.414218,-1.46615,-0.313445,0.264624,-0.199501,
9.32742,-3.83975,0.525596,-1.33017,-0.318077,0.265375,-0.193761,
9.33045,-3.68727,0.327319,-1.35772,-0.311001,0.272243,-0.200162,
9.33751,-3.76794,0.435177,-1.43554,-0.314151,0.269952,-0.195718,
9.34543,-3.85796,0.379802,-1.4886,-0.31301,0.268923,-0.19649,
9.34847,-3.85443,0.563533,-1.4061,-0.318708,0.270278,-0.198075,
9.35476,-3.81657,0.417664,-1.41425,-0.312092,0.270192,-0.201069,
9.35786,-4.17382,0.467567,-1.26877,-0.31492,0.259609,-0.193208,
9.36592,-3.9965,0.432378,-1.44228,-0.31393,0.266728,-0.197739,
9.373,-3.73771,0.519887,-1.3222,-0.319456,0.269213,-0.195707,
9.37603,-3.83817,0.329213,-1.29486,-0.312231,0.267303,-0.198438,
9.38392,-3.74542,0.601626,-1.35714,-0.316938,0.27039,-0.196286,
9.38698,-3.96832,0.462795,-1.4298,-0.31774,0.267199,-0.197465,
9.39508,-3.77573,0.527461,-1.40244,-0.315784,0.272754,-0.197737,
9.40068,-3.80427,0.548861,-1.29049,-0.318941,0.269644,-0.197076,
9.4038,-3.85958,0.434805,-1.22217,-0.313078,0.268906,-0.196403,
9.41094,-3.79858,0.594916,-1.34113,-0.319261,0.269811,-0.198408,
9.4189,-3.80911,0.476594,-1.31587,-0.316492,0.270954,-0.20101,
9.42193,-3.97616,0.517325,-1.24585,-0.316149,0.265345,-0.197841,
9.42899,-3.82033,0.471622,-1.35648,-0.31456,0.268188,-0.198674,
9.43205,-3.88858,0.414915,-1.32957,-0.310658,0.268068,-0.195038,
9.44016,-3.94779,0.425123,-1.35074,-0.313048,0.265401,-0.196531,
9.44639,-3.81818,0.58503,-1.33172,-0.319467,0.269606,-0.195862,
9.44942,-4.00864,0.463381,-1.34501,-0.314013,0.264476,-0.194835,
9.45742,-3.91157,0.537914,-1.33371,-0.319252,0.265793,-0.198952,
9.46451,-3.97776,0.524533,-1.43236,-0.31668,0.264407,-0.19461,
9.46753,-4.00981,0.445677,-1.36234,-0.316067,0.26593,-0.200578,
9.4754,-4.01648,0.424167,-1.36479,-0.313405,0.264381,-0.198999,
9.47846,-3.95627,0.411269,-1.33842,-0.312655,0.26588,-0.197241,
9.48493,-3.85307,0.336443,-1.35883,-0.309794,0.270991,-0.200479,
9.49198,-3.96432,0.530071,-1.23821,-0.316224,0.263807,-0.197832,
9.49501,-4.03891,0.214087,-1.29525,-0.309082,0.263836,-0.195768,
9.50292,-4.04582,0.371564,-1.28364,-0.311344,0.265265,-0.197416,
9.50595,-4.10915,0.393183,-1.41387,-0.313288,0.263293,-0.196824,
9.51301,-4.15471,0.326418,-1.3931,-0.311684,0.263587,-0.199368,
9.52091,-4.05047,0.57107,-1.29194,-0.318363,0.264343,-0.195607,
9.52398,-3.81525,0.440634,-1.2747,-0.313575,0.268851,-0.199674,
9.53029,-4.01177,0.450692,-1.26655,-0.311877,0.263875,-0.199868,
9.5375,-3.82682,0.45511,-1.22965,-0.314922,0.266944,-0.19684,
9.54053,-3.93978,0.421087,-1.31841,-0.313766,0.265801,-0.202242,
9.54843,-3.96028,0.465121,-1.26829,-0.312615,0.265677,-0.192041,
9.55145,-4.17546,0.311406,-1.41967,-0.310299,0.262517,-0.200104,
9.55849,-3.75905,0.400518,-1.35838,-0.313042,0.271044,-0.201975,
9.5664,-3.88965,0.41211,-1.40154,-0.314699,0.266638,-0.196397,
9.56947,-3.91969,0.459815,-1.11562,-0.31561,0.265625,-0.199403,
9.57366,-4.00562,0.453135,-1.36472,-0.31464,0.264699,-0.204324,
9.57694,-3.89751,0.379835,-1.12888,-0.311458,0.269383,-0.198955,
9.58494,-3.74971,0.305727,-1.28143,-0.311096,0.271252,-0.198792,
9.592,-3.74402,0.37235,-1.15311,-0.312398,0.270422,-0.191466,
9.59503,-3.80597,0.424118,-1.32604,-0.313551,0.270761,-0.194414,
9.60292,-3.99614,0.421661,-1.34364,-0.317005,0.267257,-0.196189,
9.60595,-4.06181,0.411054,-1.34327,-0.314851,0.263399,-0.194758,
9.61304,-3.94492,0.565858,-1.3571,-0.319526,0.266239,-0.196663,
9.62047,-4.20714,0.345342,-1.34101,-0.310729,0.259946,-0.196734,
9.6235,-4.0904,0.322176,-1.31665,-0.31139,0.262682,-0.19998,
9.63142,-3.78606,0.465309,-1.27601,-0.31468,0.268989,-0.200103,
9.63849,-3.96193,0.190768,-1.19422,-0.307495,0.266551,-0.195329,
9.64152,-3.75473,0.482445,-1.27553,-0.31526,0.269188,-0.192629,
9.64941,-4.09891,0.533672,-1.27215,-0.314583,0.262649,-0.195086,
9.65243,-4.07541,0.337074,-1.32042,-0.312271,0.263434,-0.201458,
9.65955,-3.92041,0.327687,-1.18398,-0.310601,0.266621,-0.19659,
9.66785,-4.08965,0.488423,-1.2636,-0.31399,0.265262,-0.196765,
9.67093,-3.93504,0.322997,-1.13387,-0.311732,0.26833,-0.195526,
9.67701,-3.74016,0.490659,-1.19266,-0.315122,0.271839,-0.193829,
9.68004,-3.95865,0.451197,-1.11256,-0.316827,0.264062,-0.196259,
9.68793,-3.90761,0.589789,-1.20449,-0.318664,0.263426,-0.192566,
9.69499,-4.03823,0.600801,-1.08681,-0.318534,0.263717,-0.193466,
9.69802,-3.86011,0.372668,-1.18229,-0.311986,0.26741,-0.193972,
9.70605,-4.04069,0.483289,-1.08577,-0.31616,0.264827,-0.199258,
9.70922,-3.92836,0.491989,-1.19504,-0.315254,0.264302,-0.194735,
9.71548,-4.07486,0.266301,-1.20995,-0.311424,0.265287,-0.192134,
9.72342,-3.86843,0.517586,-1.20205,-0.316442,0.266196,-0.19708,
9.72644,-4.05644,0.521539,-1.1703,-0.316713,0.264304,-0.192338,
